name,tasting_notes,price,description,url
Ethiopia - Arbegona Natural,"apricot, orange candy, tropical fruit, green tea",AED 75.00,"Description Description Producer: Elto Coffee / Eliyas Dukamo & Atiklit DejeneLocation: Arbegona, Sidama Variety: 74158Process: NaturalAltitude: 2,400 maslCrop Year: 2023 The Farm and Producer The Farm and Producer Elto Coffee is the passion project of Sidama Bensa-based couple Eliyas Dukamo and Atiklit Dejene. Their activities aim to honor every facet of coffee by producing exclusive and outstanding nano-lots. They do this by using the highest quality cherries cultivated and harvested by the smallholder farmers in the proximate communities and processing them through contemporary updates to traditional methods and styles. They named their company “Elto” which, we learned from Atiklit, means “more than passion” and “abundance” in the Sidamic language. Their aspiration is for every Elto coffee to be the most exciting cup a consumer has ever tasted. Guided by the values of honesty, respect, and humility to always remain open to learning, they are committed to engaging in meaningful relationships with their connections throughout the value chain, fostering a spirit of dynamic creativity in the industry, and showcasing the Elto rendition of Sidama Bensa coffees to the world. They consider their greatest task to be empowering their partner coffee farmers through more rewarding returns for their assiduous work. The Arbegona district made headlines in 2022 when a natural-processed 74158 variety from one of its villages ranked 1st in the Ethiopia Cup of Excellence. The coffee-growing communities here are nestled among the highest elevations in Sidama Bensa, where the ideal conditions for cultivating coffee cherries of the highest quality coalesce. As customary in the country, the 500 - 750 smallholder coffee farmers in Arbegona Village, each tending to 1-2 hectare plots, follow traditional farm practices making their coffees inherently organic, while the beneficial microclimate and healthy soils encourage more sugars to develop. By selectively handpicking, they preserve the integrity of each cherry and avoid harming the coffee trees. With Eliyas and Atiklit’s involvement, it has become possible to fully explore the flavor potential and optimize the value of their harvests, which they had not been able to previously due to limited know-how on updated cultivation and post-harvest processing best practices. Eliyas and Atiklit are seasoned specialty coffee professionals with grassroots working experience complementing their solid academic backgrounds. Both of them are professional cuppers trained by the Ethiopian Tea and Coffee Authority. Eliyas, who graduated with a Bsc in Marketing Management has taken the lead in Daye Bensa Coffee as Operations Manager. Meanwhile Atiklit, who graduated with a BSc in Agriculture focused on Plant Science, has built her career so far by working in Gesha Village as Coffee Processing Manager and in Daye Bensa as Lab Manager for Microlot Processing at harvest time. The Coffee and The Process The Coffee and The Process ‘Ethiopian heirloom’ is the general term commonly used to identify coffee originating from Ethiopia. It covers two classifications: Jimma Agricultural Research Center (JARC) varieties and regional landrace varieties. JARC varieties were developed and released to improve the productivity and livelihood of smallholder coffee farmers, to boost the country's coffee industry. These varieties are promoted and bred because of their good quality (when grown at the recommended elevations), resistance to or tolerance of adverse elements, and adaptability to diverse environmental conditions. There are 40+ JARC varieties comprised mostly of pure line selections and a handful of hybrids. Regional landraces, meanwhile, are varieties that propagate in the wild, without regulated interventions. Sidama Bensa-grown 74158, a JARC variety generally observed to express Geisha-esque floral, citrus, and honeyed notes, has consistently ranked among the best at the Ethiopia Cup of Excellence and fetched the highest prices at the auction. For this lot, the perfectly ripe, hand-harvested, and carefully pre-cleaned cherries were placed directly onto the raised beds in even layers to sun-dry. A majority of women processing workers stirred the cherries every 30 minutes to facilitate uniform drying. The cherries spent a total of 15 to 18 days in the drying phase until the target moisture level was reached. Through the traditional natural process, this cup’s character was directed more toward layers of nectarous sweetness balanced by subtle acidities and an aromatic and delicate tea-like quality.",https://archerscoffee.com//collections/coffee/products/ethiopia-arbegona-natural
"Panama - Spectrum, Savage Coffees","white florals, peach, papaya, honey, sugarcane",AED 285.00,"Description Description Producer: Jamison Savage / Savage CoffeesLocation: Boquete, Chiriqui, PanamaVariety: Green Tip GeishaProcess: Washed Carbonic MacerationAltitude: 1700-1800 MASLCrop Year: 2023 The Farm and Producer The Farm and Producer Jamison Savage of Finca Deborah, Iris Estate, and Savage Coffees is known throughout the specialty coffee world due to his pioneering methods. Engaged in progressive processing techniques and farming practices respectful of nature, Jamison lets the most favorable, naturally occurring sensory nuances of a coffee shine on the palate. It’s a feat accomplished by few and evidently appreciated worldwide, as national and world coffee competitors frequently choose to showcase his coffees. 2016 saw his prowess shine brighter when Taiwan’s Berg Wu won the World Barista Championship using a Geisha from Finca Deborah. Since then, numerous national champions have entrusted Jamison to design coffees for their routines on the world stage. Among them are our very own WBrC representative David Disuanco and France's Charity Cheung. It was in the early 2000s when Jamison, at the height of his finance career in the US, decided a change was in order. He longed for a freer lifestyle to give himself and his family a chance to spend more time outdoors and to travel. At the same time, he was looking for a real estate asset to fill a gap in his investment portfolio. In our 2022 Producer’s Talk, Jamison shared that they were choosing between Panama and New Zealand. Panama eventually won out for practical reasons and the sheer beauty and promise of the land. Their deliberation and preparation took about five years and culminated in 2008, the year the Savage family uprooted and started anew on foreign soil. They made their new home in the Volcan region of the Chiriqui province, the seat of Panama Geisha cultivation and home to Finca Deborah, Iris Estate, and Savage Coffees. Savage Coffees is a collaboration between Jamison Savage and boutique coffee producers in the highlands of Boquete Valley and Volcan, Chiriqui — also known as Panama’s Valley of Flowers and Eternal Spring. The community’s heritage expertise is built on generations of deep commitment to quality and close attention to detail. Paired with years of disciplined experimentation, Savage Coffees have consistently delivered podium-finishing coffees reflecting the land's natural character. The Coffee and The Process The Coffee and The Process Spectrum started with the harvest of perfectly ripe Green Tip Geisha cherries at levels of 21-24 on the BRIX meter. These cherries were twice sorted and selected before being deposited into hermetically sealed, stainless steel tanks, where they remained for upwards of 100 hours. During this period, CO2 was introduced at regular intervals amid a controlled and regulated fermentation environment. This was also the time the coffee seeds could absorb high fruit notes and finer aromatics from the cherry itself. Temperature and PH were monitored throughout this duration, ensuring these variables stayed within pre-defined limits. Following their extended stay inside the sealed tanks, the cherries were removed and then washed. For the drying phase, the washed cherries were laid out on the three-tiered, raised African bed system designed by Jamison situated within shaded drying areas, also referred to as dry houses. Throughout this phase, temperatures, humidity, and airflow were closely monitored and regulated, as the cherries were consistently and carefully shifted throughout the day for even drying. The cherries spent around 10 days on the drying beds before reaching the proper moisture level of approximately 11%. To protect the quality that had painstakingly been created, they were then bagged in Grain-pro and stored under optimal conditions of cool and stable temperatures for a reposo or seasoning process critical in Jamison's stringent end-to-end QC protocol. In reposo, the coffee's moisture content stabilized while allowing it to keep absorbing more flavor from its parchment or shell, before being hulled and further sorted by size, density, and color, and finally shipped to us. About the Panama Geisha Panama Geisha, of which Green Tip Geisha is one variation, is a rare, delicate, and complex variety well-loved for its sweet florality and citrus highlights. Since its debut win at the Best of Panama auction in 2004, it has kept specialty coffee lovers everywhere captivated by its endless possibilities, delicacy, complexity, and clarity of flavors. As such, it is often showcased on coffee competition stages by a great number of coffee champions, and it also continues to fetch the highest prices. While a coffee’s truest intrinsic qualities are still largely believed to be showcased best by traditional washed processing due to the demucilaging, washing, and scrubbing steps removing all traces of fruit from the bean, the expertise of seasoned and passionate producers like Jamison Savage allows them to direct the flavor character of the Panama Geisha towards a seemingly endless diversity of delightfully surprising trajectories. They do this through the purposeful implementation of traditional methods like the natural and honey processes, as well as intentional and innovative processing styles, such as this Washed Carbonic Maceration process, which add to the complexity of the cup’s character — for example more layers of flavor or better mouthfeel — without compromising its inherent qualities from terroir and variety.",https://archerscoffee.com//collections/coffee/products/panama-spectrum
Black Diamond,"dark chocolate, lotus biscuits, almond, full-bodied",AED 43.00,"Description Description Medium-Dark RoastBrazil, Rwanda, EthiopiaRoasted just for milk. For the picky palate — a luscious, upscale medium-dark blend, thoroughly curated from the same seasonally sourced higher-end specialty coffee beans intentionally processed by our long-time producing partners and meticulously roasted with the same purposeful approach, making your favorite milk coffee magical. The Origins and Producers The Origins and Producers Brazil, The Pereira Family of Fazenda Sertão, Carmo Coffees The Pereira Family are pioneering coffee producers in Carmo de Minas with over 70 years of history that began with husband-and-wife Jose Isidro and Nazareth Pereira. Their traditions have continued on alongside purposeful innovations under the leadership of the family's second generation, brothers Francisco and Luiz Paulo, who are at the helm of CarmoCoffees — Brazil's leading purveyor of the country's finest coffees and partner to the coffee world's foremost tastemakers. Rwanda, Emmanuel Rusatira, Baho Coffee Emmanuel Rusatira founded Baho Coffee, intending to help to improve the livelihood of small coffee farmers by championing natural and honey processing in Rwanda. His empathy for the farmers' life struggles stems from having been born into a smallholding coffee-farming family himself. He decided that the evocative Rwandese word ""baho,"" literally meaning ""have life,"" best captures and conveys his company's reason for being — which is for his smallholding coffee farmer partners to have better lives. Ethiopia, Kebir Coffee and Smallholder Farmers Cognizant of coffee's status as one of Ethiopia's most essential lifelines, Kebir Coffee has built its three-decade-old enterprise upon pursuing high quality and with customer satisfaction at its core. They are enabled by a streamlined organization and management system that allow them to sustain thriving relationships with a network of smallholder farmers in renowned coffee-growing zones, such as Guji, and cater to the particular flavor preferences desired across different markets worldwide.",https://archerscoffee.com//collections/coffee/products/black-diamond
Panama - Elida Geisha Honey Loma 2501,"jasmine, apple, peach, mangosteen",AED 285.00,"Description Description Producer: Lamastus Family EstatesLocation: Baru Volcano Boquete, PanamaVariety: GeishaProcess: HoneyAltitude: 1700 - 1950 MASLCrop Year: 2023 The Farm and Producer The Farm and Producer The Lamastus Family Estates have accrued the most Best of Panama awards to date. They won the Producer of the Year Award in 2022, which followed their two peat victories in 2018 for the Washed Geisha category and in 2019 for both Washed and Natural. A coffee company founded in 1918 by Robert Lamastus, they have evolved with the times under the leadership of Robert's son Thatcher, grandson Wilford Sr., and great-grandson Wilford Jr. Their four farms are Elida, El Burro, Luito, and Lulo. Each of the farms benefits from discrete microclimates which, together with variety, are primarily responsible for the intricacies and flavor potential of their coffees. Elida Estate is the foremost and flagship farm. It is also the company's headquarters, where the family spends most of their time and where Wilford Sr. would be found working every day. It was named as a tribute to the Lamastus family matriarch, Elida, who single-handedly raised her children and took charge of all farm operations after her husband Robert passed away in the early 1930s. It would take almost two decades before any of her children could assist. About half of Elida Estate is located within the Volcan Baru National Park, one of Central America’s highest volcanoes, which is also a protected ecological reserve and sanctuary for exotic flora and fauna. Among the Estate’s unique world conditions are: high elevation, volcanic soils, low temperatures, beneficial microorganisms, mist during the dry season, and virgin-native cloudy rain forest surrounding the coffee trees. The low night-time temperatures allow for protracted ripening of the coffee cherries, which help make them healthier and the resulting coffee beans sweeter. The Loma Lot within Elida Estate spans a varied terrain with flat parcels and slopes, as well as shaded and unshaded areas extending from the Estate’s Plano and Torre Lots. The Coffee and The Process The Coffee and The Process Recognizing they have been blessed with the ideal terroir, the Lamastus family profoundly believes their coffees are a gift from Mother Nature. Respectful of that, they favor innovations in drying techniques and experiment with fermentation but without the use of additional, external material. They also implement traditional methods such as the classic washed, natural, and honey processes. No matter the processing method, Lamastus Family Estates enforce strict protocols at every stage to achieve excellent quality consistently. For this classic honey-processed lot, the hand-picked red burgundy Panama Geisha cherries were first left untouched overnight. The next morning, they were de-pulped (i.e. only the skin of the cherries was removed) and then the de-pulped cherries were sent to raised beds to dry for no more than 30 days. Panama Geisha is a rare, delicate, and complex variety well-loved for its sweet florality and citrus highlights. Since its debut win at the Best of Panama auction in 2004, it has kept specialty coffee lovers everywhere captivated by its endless possibilities, delicacy, complexity, and clarity of flavors. As such, it is often showcased on coffee competition stages by a great number of coffee champions, and it also continues to fetch the highest prices. While a coffee’s truest intrinsic qualities are still largely believed to be showcased best by traditional washed processing due to the demucilaging, washing, and scrubbing steps removing all traces of fruit from the bean, the expertise of seasoned and passionate producers like Wilford Sr. allows them to direct the flavor character of their coffees, like the Panama Geisha, towards a seemingly endless diversity of delightfully surprising trajectories through other methods. They do this through the purposeful implementation of other traditional methods like the natural and honey processes, as well as intentional and innovative processing styles, all of which add to the complexity of the cup’s character — for example with added layers of flavor or improved mouthfeel — without compromising its inherent sensorial qualities from terroir and variety.",https://archerscoffee.com//collections/coffee/products/panama-elida-estate-geisha-loma-2501
Panama - Elida Geisha Washed Plano 2801,"lavender, white grapes, sugar cane, papaya",AED 285.00,"Description Description Producer: Lamastus Family EstatesLocation: Baru Volcano Boquete, PanamaVariety: GeishaProcess: WashedAltitude: 1700 - 1950 MASLCrop Year: 2023 The Farm and Producer The Farm and Producer The Lamastus Family Estates have accrued the most Best of Panama awards to date. They won the Producer of the Year Award in 2022, which followed their two peat victories in 2018 for the Washed Geisha category and in 2019 for both Washed and Natural. A coffee company founded in 1918 by Robert Lamastus, they have evolved with the times under the leadership of Robert's son Thatcher, grandson Wilford Sr., and great-grandson Wilford Jr. Their four farms are Elida, El Burro, Luito, and Lulo. Each one benefits from discrete microclimates which, together with variety, are primarily responsible for the intricacies and flavor potential of their coffees. Elida Estate is the foremost and flagship farm. It is also the company's headquarters, where the family spends most of their time and where Wilford Sr. would be found working every day. It was named as a tribute to the Lamastus family matriarch, Elida, who single-handedly raised her children and took charge of all farm operations after her husband Robert passed away in the early 1930s. It would take almost two decades before any of her children could assist. About half of Elida Estate is located within the Volcan Baru National Park, one of Central America’s highest volcanoes, which is also a protected ecological reserve and sanctuary for exotic flora and fauna. Among the Estate’s unique world conditions are: high elevation, volcanic soils, low temperatures, beneficial microorganisms, mist during the dry season, and virgin-native cloudy rain forest surrounding the coffee trees. The low night-time temperatures allow for protracted ripening of the coffee cherries, which help make them healthier and the resulting coffee beans sweeter. The Plano Lot within Elida Estate is a partially shade-grown area situated at the entrance of Elida, where the mill is located. The Coffee and The Process The Coffee and The Process Recognizing they have been blessed with the ideal terroir, the Lamastus family profoundly believes their coffees are a gift from Mother Nature. Respectful of that, they favor innovations in drying techniques and experiment with fermentation but without the use of additional, external materials. They also implement traditional methods such as the classic washed, natural, and honey processes. No matter the method, Lamastus Family Estates enforce strict protocols at every stage to achieve excellent quality consistently. A coffee’s truest intrinsic qualities are still largely believed to be showcased best by traditional washed processing. The main reason is that the demucilaging, washing, and scrubbing steps remove all traces of fruit from the bean — which in natural or honey processing would have provided more sugars and allowed for fruitier and sweeter qualities to come through. As a result of traditional washed processing, the Panama Geisha simply reveals the flavors it has captured from the land where it was grown, as created by the interaction of variety and terroir. The Panama Geisha cherries in this lot were harvested when they were burgundy-ripe. Following the conventional washed method, they were first fully fermented amid cool nighttime temperatures of 13°-15° C and 18°-20° C in the day for a total period not exceeding 36 to 48 hours, allowing the mucilage to impart as much flavor precursors as possible to the seed or the coffee bean before the cherries were de-pulped, demucilaged, and fully washed. After which, the coffee beans were laid out on raised beds to dry from 15 to 20 days. Panama Geisha is a rare, delicate, and complex variety well-loved for its sweet florality and citrus highlights. Since its debut win at the Best of Panama auction in 2004, it has kept specialty coffee lovers everywhere captivated by its endless possibilities, delicacy, complexity, and clarity of flavors. As such, it is often showcased on coffee competition stages by a great number of coffee champions, and it also continues to fetch the highest prices.",https://archerscoffee.com//collections/coffee/products/panama-elida-estate-geisha-plano-2801
Burundi - Kivuvuma Anaerobic,"sweet tamarind, strawberry, red grapes",AED 58.00,"Description Description Producer: Andrea Fabiani / Diane NsengiyumvaLocation: Kayanza ProvinceVariety: MibiriziProcess: Natural AnaerobicAltitude: 1,700 - 1,800 maslCrop Year: 2022 The Farm and Producer The Farm and Producer Andrea Fabiani and Diane Nsengiyumva Fabiani, both agronomic engineers, comprise the husband-and-wife team leading the Kawasili Project, a progressive coffee processing center in Gahombo Commune, Kayanza Province, which is located in Buyenzi, one of the country’s five coffee-growing regions. The Fabianis established Kawasili as a venue for natural and honey-focused post-harvest processing, intending to explore flavor diversification while contributing to environmental conservation via reduced water consumption and the prevention of potential contamination from washed-processing byproducts. The Project has enabled the farmers they work with to differentiate and get more value back for their harvests by pivoting away from traditionally known citrusy Burundian flavor profiles towards more intense and syrupy attributes. Not only do the Fabianis provide the appropriate facilities and expert oversight to facilitate purposeful processing methods that preserve the cherries’ inherent high quality and optimize their flavor potential. They also promote environmental stewardship and nurture their relationship with the farming community by sharing updated agricultural knowledge. One example is around the use of organic inputs during cultivation, which protects biodiversity and soil health while also allowing for more desirable organoleptic qualities to develop within the cherries. Growing up and having been educated and built a career in Italy but with roots in Burundi, Diane has always carried a fellow feeling for Burundian farmers and their families. The Kawasili Project is one way she and Andrea contribute to bringing a sense of ease and stability into their lives, which have so often been subject to periods of upheaval. Another way is through enhancing the community’s financial literacy, with assistance from the humanitarian non-profit organization AVSI, which Andrea is involved in. Kawasili, situated on a hill called Kivuvuma — among the picturesque, rolling terrains the country is known for — receives cherries from smallholding farmers in neighboring areas. In these parts, coffee trees grow amid ideal agroecological conditions, including elevations between 1700 to 1800 masl and an approximate average rainfall of 1650 mm. The Coffee and The Process The Coffee and The Process Excepting vulnerability to leaf rust and coffee berry disease, Mibirizi is an otherwise low-maintenance, drought-tolerant variety with the potential for exceptional cup quality, which makes it an important variety for coffee growers in Burundi and neighboring Rwanda, where it is commonly cultivated. It is reported to have been introduced to East Africa from Guatemala by way of Rwanda, and is noted to have descended from Typica and then eventually mixed with plants of Bourbon lineage that were first introduced from Kenya. Whereas a washed Burundian Mibirizi might be expected to express a prominent citrus piquancy in the cup, the natural anaerobic process gave way to heightened sweetness, hinting at a tropical character, while keeping it balanced by crisp acidities.",https://archerscoffee.com//collections/coffee/products/burundi-kivuvuma-anaerobic
Colombia - Martha Rubi Bourbon CM,"banana bread, blueberry, black cherry, hibiscus, dark chocolate",AED 125.00,"Description Description Producer: Elias & Shady Bayter / Martha Rubi Location: Piedra Grande, Tolima Variety: BourbonProcess: Natural Carbonic MacerationAltitude: 1500 MASLCrop Year: 2022 The Farm and Producer The Farm and Producer Brothers Elias and Shady Bayter are leading their parents' farm, El Vergel, into its second generation by advocating for ""a new way of coffee."" This means practicing and promoting natural and experimental processing techniques instead of the traditional washed processing method. Even as the brothers have taken the reins, their mother, Martha Rubi remains a central figure in El Vergel. By her initiative, ""Women Project"" was formed with eight women and has now grown to 15. They carry out the critical and meticulous task of selective handpicking to ensure only properly ripe cherries go into processing. Overall, Elias and Shady's coffee development projects focus on empowering smallholder farmers in their home department, Tolima, with updated knowledge to diversify the flavor profiles their coffees can offer, leading to an increase in their crops' quality and market value. The work they do at El Vergel also serves as an example of best practices from cultivation, harvesting, and through to post-harvest processing. They also proactively connect with international specialty coffee roasters to match their own and their partners' coffees with the appropriate consumers. Through these connections, they enable the two ends of the coffee value chain to get the fullest benefit. El Vergel is a 300-hectare estate situated on an inactive volcano called Black Mountain in Fresno, Tolima. Different coffee varieties like Geisha, Pacamara, Caturra, Java, and Bourbon are grown in strategically positioned plots with nutrient rich-volcanic soil across a range of altitudes and microclimates. Their wet mill is also known as a hub for successful explorations into fermentation involving novel inputs, from fruits to microbes like Koji. The Exporter Forest Coffee is a platform established by Elias and Shady Bayter for their local farming communities to share best practices, and for their coffee to gain world recognition and better benefit from the international market. They celebrate the time-honored Colombian tradition of producing high-quality coffee by fusing legacy knowledge with innovative techniques. The Coffee and The Process The Coffee and The Process Bourbon plants were first established on El Vergel in 2016. It is known for its high cup quality potential, albeit requiring a substantial degree of care and attention in cultivation due to its susceptibility to adverse elements and potential for only medium yields. For this micro-lot, the selectively handpicked cherries underwent natural processing and 84 hours of carbonic maceration with lixiviats in stainless steel tanks. Afterward, the cherries were intermittently sun-dried for 35 days and finished with a mechanical dryer. Whereas traditionally washed Tolima coffees have officially been described as having fairly high acidity and fruity and citrusy notes, the natural carbonic maceration process allowed this micro-lot to exhibit a more complex character, with rich and dark sweet notes alongside a softened acidity.",https://archerscoffee.com//collections/coffee/products/colombia-martha-rubi-bourbon-cm
Colombia - Finca Olivios,"banana liquor, mangosteen, strawberry, sparkling orange",AED 65.00,"Description Description Producer: Aldemar Loaiza / Delagua Coffee Paradise Location: Santa Marta Variety: Castillo, CaturraProcess: Natural AnaerobicAltitude: 1550 MASLCrop Year: 2022 The Farm and Producer The Farm and Producer Delagua Coffee Paradise is intent on protecting water resources at origin. More than preserving the beauty and biodiversity of Sierra Nevada de Santa Marta, their greater concern is conserving water to ensure there will always be enough for the resident families to use daily, especially to drink and grow food. They are single-minded about not contaminating the groundwater and waterways. As such, they focus on fine-tuning the natural and honey processing methods to produce coffees that are all at once exotic, juicy, and clean. Their relationship with smallholder farmers in the Cienaga Magdalena municipality allows them to source coffee cherries cultivated at altitudes 1300 to 1800 MASL. In this unique microclimate, temperature ranges from 14° to 23° Celsius allowing for a greater concentration of sugars in the coffee. The Exporter: Equation Coffee represents a small group of like-minded Panama and Colombia producers that enact eco-socially conscious choices in their coffee cultivation, processing, and marketing. They are La Palma & El Tucan, Delagua Coffee Paradise, and Creativa Coffee District. Their business model, called Neighbors & Crops, is geared towards invariably innovating and delivering premium specialty coffee while making a lasting, beneficial impact on the community and the environment. Our long-term relationship with Equation Coffee has allowed us to make internationally sought-after coffees available here in our corner of the world. The Coffee and The Process The Coffee and The Process Delagua’s deliberate approach to natural processing challenges the notion that the resulting coffee could be unsuitably funky. This allows them to produce vibrant, new cup profiles without compromising clarity. After undergoing floatation, manual sorting, and disinfection, this coffee was fermented for 70 hours at a constant temperature of 25°C in covered, valved tanks. This anaerobic environment generated lactic acids, which have been observed to boost the pleasant characteristics of the coffee.",https://archerscoffee.com//collections/coffee/products/colombia-finca-olivios
Burundi - Kivuvuma Natural,"apple, raisins, caramel, butter biscuits",AED 50.00,"Description Description Producer: Andrea Fabiani / Diane NsengiyumvaLocation: Kayanza ProvinceVariety: MibiriziProcess: NaturalAltitude: 1,700 - 1,800 maslCrop Year: 2022 The Farm and Producer The Farm and Producer Andrea Fabiani and Diane Nsengiyumva Fabiani, both agronomic engineers, comprise the husband-and-wife team leading the Kawasili Project, a progressive coffee processing center in Gahombo Commune, Kayanza Province, which is located in Buyenzi, one of the country’s five coffee-growing regions. The Fabianis established Kawasili as a venue for natural and honey-focused post-harvest processing, intending to explore flavor diversification while contributing to environmental conservation via reduced water consumption and the prevention of potential contamination from washed-processing byproducts. The Project has enabled the farmers they work with to differentiate and get more value back for their harvests by pivoting away from traditionally known citrusy Burundian flavor profiles towards more intense and syrupy attributes. Not only do the Fabianis provide the appropriate facilities and expert oversight to facilitate purposeful processing methods that preserve the cherries’ inherent high quality and optimize their flavor potential. They also promote environmental stewardship and nurture their relationship with the farming community by sharing updated agricultural knowledge. One example is around the use of organic inputs during cultivation, which protects biodiversity and soil health while also allowing for more desirable organoleptic qualities to develop within the cherries. Growing up and having been educated and built a career in Italy but with roots in Burundi, Diane has always carried a fellow feeling for Burundian farmers and their families. The Kawasili Project is one way she and Andrea contribute to bringing a sense of ease and stability into their lives, which have so often been subject to periods of upheaval. Another way is through enhancing the community’s financial literacy, with assistance from the humanitarian non-profit organization AVSI, which Andrea is involved in. Kawasili, situated on a hill called Kivuvuma — among the picturesque, rolling terrains the country is known for — receives cherries from smallholding farmers in neighboring areas. In these parts, coffee trees grow amid ideal agroecological conditions, including elevations between 1700 to 1800 masl and an approximate average rainfall of 1650 mm. The Coffee and The Process The Coffee and The Process Excepting vulnerability to leaf rust and coffee berry disease, Mibirizi is an otherwise low-maintenance, drought-tolerant variety with the potential for exceptional cup quality, which makes it an important variety for coffee growers in Burundi and neighboring Rwanda, where it is commonly cultivated. It is reported to have been introduced to East Africa from Guatemala by way of Rwanda, and is noted to have descended from Typica and then eventually mixed with plants of Bourbon lineage that were first introduced from Kenya. The natural process directed the coffee’s flavor character toward buttery caramels complemented by mild acidity, in contrast with the more common sweet yet bright quality of traditional washed Burundian Mibirizi.",https://archerscoffee.com//collections/coffee/products/burundi-kivuvuma-natural
Costa Rica - H17 Hybrid,"red plum, kiwi, brown sugar, honey",AED 55.00,"Description Description Producer: Alejo Castro Kahle / Volcan AzulLocation: Alajuela Province, GreciaVariety: H17 HybridProcess: NaturalAltitude: 1,500 - 1,700 maslCrop Year: 2022 The Farm and Producer The Farm and Producer Alejo Castro Kahle is a descendant of coffee pioneers in Costa Rica. He is committed to honoring the legacy of his ancestors through the continued pursuit of their aim — producing excellent coffees and making the family's name known for it worldwide. To ensure consistent quality and make way for improvement every year, he is involved in every step of production, from the establishment of the coffee plants, cherry harvest, fermentation and drying, until dry milling and loading the greens into containers for export. With 200 years of heritage knowledge in coffee, Alejo is vocal about soil health as the cornerstone of cultivating coffee trees that yield cherries with well-developed beans having the potential for complex flavors. He implements only processing innovations that preserve the integrity of variety while highlighting its most desirable attributes and reflecting its provenance. Volcan Azul is the flagship estate of the Castro Kahle family. It spans 300 hectares on the slopes of the Poas Volcano, of which 60 hectares are planted, and 200 hectares are dedicated to conservation. There are 40+ varieties grown on the farm, of which Geisha, Typica, SL 28, Caturra, and San Isidro have won at the COE. The Coffee and The Process The Coffee and The Process The H17 variety is a hybrid between Catuai and an Ethiopian heirloom, with the higher yield potential of the former and potential for high cup quality from the latter. In the natural process, the properly ripe cherries are singled out through Brix measurement and then selectively hand-picked. They are then pre-cleaned and sorted through flotation. The floaters are set aside and the remainder placed in tanks without depulping. The cherries are left to ferment for 24 hours, and then laid out on the drying patio. Daily for 12 to 15 days, the cherries are stirred from 8am to 2pm to ensure even drying. Depending on the actual drying conditions throughout this period, the cherries may also be layered more thickly or spread out more thinly. At 2pm, the coffee is sheathed with plastic to keep the temperature and humidity at the needed levels. As a result of traditional natural processing, this H17 lot has a rounded acidity with a dark sugar character.",https://archerscoffee.com//collections/coffee/products/costa-rica-h17-hybrid
